model,params,WMAE,NAE
Lasso,alpha_0.0001,71.810591,10.402623
Lasso,alpha_0.001,73.247571,10.859826
Lasso,alpha_0.01,77.578871,11.100273
Lasso,alpha_0.1,86.104316,13.117854
Lasso,alpha_1,145.562564,18.843037
Lasso,alpha_10,145.562564,18.843037
Lasso,alpha_100,145.562564,18.843037
Lasso,alpha_1000,145.562564,18.843037
