model,params,WMAE,WMAE_1,WMAE_2,WMAE_3,NAE,NAE_1,NAE_2,NAE_3
NN,"hidden_[200, 500, 200]_drop_0.1_sep_False_traY_['logit', 'log', 'logit_2y-1']_bs_32_loss_nae",155.482703,0.251734,56.236318,0.118632,4.620867,3.902546,0.552213,0.166108
NN,"hidden_[500, 500]_drop_0.1_sep_False_traY_['logit', 'log', 'logit_2y-1']_bs_64_loss_nae",168.346588,0.350609,55.399898,0.038820,7.932394,7.245741,0.628444,0.058209
NN,"hidden_[200, 500, 500, 200]_drop_0.0_sep_False_traY_['logit', 'log', 'logit_2y-1']_bs_32_loss_mae",51.540481,0.096931,20.770539,0.008453,0.642102,0.468422,0.162081,0.011599
NN,"hidden_[500, 500]_drop_0.1_sep_False_traY_['logit', 'log', 'logit_2y-1']_bs_32_loss_nae",283896.382145,0.403531,283764.330183,0.054964,6776.366197,3.659980,6772.632063,0.074154
NN,"hidden_[200, 500, 500, 200]_drop_0.0_sep_False_traY_['logit', 'log', 'logit_2y-1']_bs_64_loss_mae",51.681877,0.097453,20.700614,0.008727,0.597285,0.424003,0.161172,0.012109
NN,"hidden_[200, 500, 500, 200]_drop_0.0_sep_False_traY_['logit', 'log', 'logit_2y-1']_bs_128_loss_mae",52.733175,0.099972,21.081077,0.008302,0.592376,0.421223,0.159626,0.011527
NN,"hidden_[200, 200]_drop_0.1_sep_False_traY_['logit', 'log', 'logit_2y-1']_bs_64_loss_nae",148.162617,0.244229,51.752209,0.115708,4.433138,3.828382,0.442770,0.161987
NN,"hidden_[200, 500, 500, 500, 200]_drop_0.0_sep_True_traY_['logit', 'log', 'logit_2y-1']_bs_32_loss_mae",51.837972,0.097491,20.902879,0.008440,0.690566,0.514561,0.164022,0.011983
NN,"hidden_[200, 200]_drop_0.1_sep_False_traY_['logit', 'log', 'logit_2y-1']_bs_32_loss_nae",164.781008,0.319357,56.527400,0.062232,6.273042,5.581230,0.594907,0.096905
NN,"hidden_[200, 500, 200]_drop_0.0_sep_True_traY_['logit', 'log', 'logit_2y-1']_bs_32_loss_nae",179.834259,0.430891,48.126341,0.012202,8.264884,7.893091,0.353749,0.018045
NN,"hidden_[200, 500, 200]_drop_0.0_sep_False_traY_['logit', 'log', 'logit_2y-1']_bs_32_loss_mae",51.711455,0.098388,20.551456,0.008218,0.613168,0.444831,0.156709,0.011628
NN,"hidden_[200, 500, 200]_drop_0.0_sep_False_traY_['logit', 'log', 'logit_2y-1']_bs_64_loss_mae",52.596933,0.099191,21.285559,0.007770,0.549653,0.384223,0.154512,0.010919
NN,"hidden_[200, 500, 200]_drop_0.0_sep_False_traY_['logit', 'log', 'logit_2y-1']_bs_128_loss_mae",52.172547,0.099149,20.825669,0.008011,0.645434,0.475376,0.158915,0.011143
NN,"hidden_[200, 500, 500, 500, 200]_drop_0.0_sep_True_traY_['logit', 'log', 'logit_2y-1']_bs_64_loss_mae",53.312510,0.100844,21.472534,0.007934,0.608408,0.428505,0.169053,0.010850
NN,"hidden_[500, 500]_drop_0.0_sep_False_traY_['logit', 'log', 'logit_2y-1']_bs_32_loss_mae",52.155737,0.098342,21.091497,0.007809,0.584551,0.415535,0.158086,0.010929
NN,"hidden_[500, 500]_drop_0.0_sep_True_traY_['logit', 'log', 'logit_2y-1']_bs_64_loss_nae",150.997000,0.348944,44.553468,0.008802,4.632567,4.280307,0.339850,0.012410
NN,"hidden_[500, 500]_drop_0.0_sep_False_traY_['logit', 'log', 'logit_2y-1']_bs_64_loss_mae",51.163615,0.095410,21.051358,0.007446,0.649416,0.487634,0.151417,0.010365
NN,"hidden_[500, 500]_drop_0.0_sep_False_traY_['logit', 'log', 'logit_2y-1']_bs_128_loss_mae",50.647582,0.095549,20.330718,0.008262,0.608823,0.437055,0.160231,0.011538
NN,"hidden_[200, 500, 500, 500, 200]_drop_0.0_sep_True_traY_['logit', 'log', 'logit_2y-1']_bs_128_loss_mae",53.205568,0.101949,21.035752,0.007925,0.852068,0.683994,0.156900,0.011174
NN,"hidden_[200, 200]_drop_0.0_sep_False_traY_['logit', 'log', 'logit_2y-1']_bs_32_loss_mae",50.939625,0.096271,20.401448,0.008284,0.679953,0.509987,0.158317,0.011649
NN,"hidden_[200, 200]_drop_0.0_sep_False_traY_['logit', 'log', 'logit_2y-1']_bs_64_loss_mae",52.518989,0.100137,20.796112,0.008408,0.844898,0.661436,0.171513,0.011948
NN,"hidden_[200, 200]_drop_0.0_sep_False_traY_['logit', 'log', 'logit_2y-1']_bs_128_loss_mae",50.926381,0.096854,20.409386,0.007304,0.557028,0.387530,0.159290,0.010208
NN,"hidden_[500, 500]_drop_0.0_sep_True_traY_['logit', 'log', 'logit_2y-1']_bs_32_loss_nae",198.228677,0.499170,46.625206,0.009263,6.634956,6.270540,0.351275,0.013141
NN,"hidden_[200, 500, 500, 500, 200]_drop_0.1_sep_False_traY_['logit', 'log', 'logit_2y-1']_bs_32_loss_mae",53.655420,0.099658,21.198529,0.012798,0.637531,0.458982,0.159725,0.018824
NN,"hidden_[200, 500, 500, 500, 200]_drop_0.1_sep_False_traY_['logit', 'log', 'logit_2y-1']_bs_64_loss_mae",55.092929,0.103962,21.697977,0.011032,0.612372,0.424203,0.173040,0.015129
NN,"hidden_[200, 500, 500, 500, 200]_drop_0.1_sep_False_traY_['logit', 'log', 'logit_2y-1']_bs_128_loss_mae",52.349101,0.097833,21.177614,0.009109,0.706136,0.525440,0.168071,0.012625
NN,"hidden_[200, 200]_drop_0.0_sep_True_traY_['logit', 'log', 'logit_2y-1']_bs_64_loss_nae",130.031446,0.271467,46.886814,0.008522,5.586813,5.246296,0.328630,0.011887
NN,"hidden_[200, 500, 500, 200]_drop_0.0_sep_True_traY_['logit', 'log', 'logit_2y-1']_bs_32_loss_mae",51.931152,0.098781,20.643137,0.008269,0.773779,0.598485,0.163510,0.011784
NN,"hidden_[200, 500, 500, 200]_drop_0.1_sep_False_traY_['logit', 'log', 'logit_2y-1']_bs_32_loss_mae",54.508437,0.102218,21.355014,0.012440,0.690948,0.508676,0.164910,0.017362
NN,"hidden_[200, 500, 500, 200]_drop_0.1_sep_False_traY_['logit', 'log', 'logit_2y-1']_bs_64_loss_mae",52.580193,0.099319,20.389316,0.011976,0.554832,0.376028,0.162093,0.016711
NN,"hidden_[200, 500, 500, 200]_drop_0.1_sep_False_traY_['logit', 'log', 'logit_2y-1']_bs_128_loss_mae",52.877982,0.100496,20.963175,0.008831,0.696464,0.515706,0.168404,0.012353
NN,"hidden_[200, 500, 500, 200]_drop_0.0_sep_True_traY_['logit', 'log', 'logit_2y-1']_bs_64_loss_mae",52.430283,0.098995,21.294404,0.007187,0.528897,0.350144,0.168660,0.010092
NN,"hidden_[200, 500, 200]_drop_0.1_sep_False_traY_['logit', 'log', 'logit_2y-1']_bs_32_loss_mae",51.952722,0.097080,20.918254,0.009552,0.677138,0.501660,0.162254,0.013224
NN,"hidden_[200, 500, 500, 200]_drop_0.0_sep_True_traY_['logit', 'log', 'logit_2y-1']_bs_128_loss_mae",53.590488,0.101329,21.606080,0.007929,0.623421,0.456792,0.155396,0.011232
NN,"hidden_[200, 200]_drop_0.0_sep_True_traY_['logit', 'log', 'logit_2y-1']_bs_32_loss_nae",140.006739,0.312113,44.550114,0.009113,5.737539,5.404177,0.320628,0.012734
NN,"hidden_[200, 500, 200]_drop_0.1_sep_False_traY_['logit', 'log', 'logit_2y-1']_bs_64_loss_mae",51.200701,0.096079,20.651930,0.008626,0.567196,0.397154,0.158108,0.011934
NN,"hidden_[200, 500, 200]_drop_0.1_sep_False_traY_['logit', 'log', 'logit_2y-1']_bs_128_loss_mae",52.598665,0.098009,21.294904,0.009505,0.562701,0.376485,0.173154,0.013062
NN,"hidden_[500, 500]_drop_0.1_sep_False_traY_['logit', 'log', 'logit_2y-1']_bs_32_loss_mae",51.458070,0.096436,20.829921,0.008487,0.519455,0.348389,0.159295,0.011771
NN,"hidden_[500, 500]_drop_0.1_sep_False_traY_['logit', 'log', 'logit_2y-1']_bs_64_loss_mae",51.792034,0.097927,20.485148,0.009644,0.677165,0.505316,0.158736,0.013113
NN,"hidden_[200, 500, 500, 500, 200]_drop_0.1_sep_True_traY_['logit', 'log', 'logit_2y-1']_bs_64_loss_nae",129.179234,0.254712,49.890420,0.014376,4.346630,3.932186,0.393702,0.020742
NN,"hidden_[500, 500]_drop_0.1_sep_False_traY_['logit', 'log', 'logit_2y-1']_bs_128_loss_mae",52.795985,0.098594,21.466891,0.008755,0.638734,0.444136,0.182413,0.012185
NN,"hidden_[200, 500, 200]_drop_0.0_sep_True_traY_['logit', 'log', 'logit_2y-1']_bs_32_loss_mae",51.769464,0.098585,20.727297,0.007333,0.660356,0.495582,0.154439,0.010335
NN,"hidden_[200, 200]_drop_0.1_sep_False_traY_['logit', 'log', 'logit_2y-1']_bs_32_loss_mae",51.896849,0.097912,20.886626,0.008183,0.713964,0.534410,0.168140,0.011414
NN,"hidden_[200, 200]_drop_0.1_sep_False_traY_['logit', 'log', 'logit_2y-1']_bs_64_loss_mae",51.801153,0.098652,20.694580,0.007555,0.527730,0.351414,0.165851,0.010466
NN,"hidden_[200, 500, 200]_drop_0.0_sep_True_traY_['logit', 'log', 'logit_2y-1']_bs_64_loss_mae",52.046885,0.099571,20.468953,0.008534,0.842175,0.668295,0.161825,0.012054
NN,"hidden_[200, 200]_drop_0.1_sep_False_traY_['logit', 'log', 'logit_2y-1']_bs_128_loss_mae",50.788445,0.095763,20.466380,0.007965,0.617736,0.441318,0.165247,0.011171
NN,"hidden_[200, 500, 200]_drop_0.0_sep_True_traY_['logit', 'log', 'logit_2y-1']_bs_128_loss_mae",52.000161,0.098487,20.856681,0.007987,0.564035,0.397123,0.155966,0.010946
NN,"hidden_[200, 500, 500, 500, 200]_drop_0.1_sep_True_traY_['logit', 'log', 'logit_2y-1']_bs_32_loss_nae",130.068737,0.254711,49.658728,0.019983,4.359312,3.941712,0.388952,0.028647
NN,"hidden_[200, 500, 500, 200]_drop_0.1_sep_True_traY_['logit', 'log', 'logit_2y-1']_bs_64_loss_nae",121.193010,0.239508,46.567528,0.013866,4.051660,3.715589,0.315665,0.020406
NN,"hidden_[500, 500]_drop_0.0_sep_True_traY_['logit', 'log', 'logit_2y-1']_bs_32_loss_mae",53.558339,0.098186,22.586654,0.007580,0.671759,0.463972,0.197209,0.010578
NN,"hidden_[500, 500]_drop_0.0_sep_True_traY_['logit', 'log', 'logit_2y-1']_bs_64_loss_mae",52.319102,0.100397,20.588294,0.008058,0.828736,0.663352,0.154212,0.011172
NN,"hidden_[500, 500]_drop_0.0_sep_True_traY_['logit', 'log', 'logit_2y-1']_bs_128_loss_mae",51.213756,0.095975,20.836653,0.007923,0.592791,0.424259,0.157364,0.011168
NN,"hidden_[200, 500, 500, 200]_drop_0.1_sep_True_traY_['logit', 'log', 'logit_2y-1']_bs_32_loss_nae",133.368286,0.239774,58.622991,0.014065,4.269955,3.637629,0.612962,0.019364
NN,"hidden_[200, 500, 200]_drop_0.1_sep_True_traY_['logit', 'log', 'logit_2y-1']_bs_64_loss_nae",117.818237,0.208367,52.212389,0.015479,2.331893,1.852680,0.457727,0.021486
NN,"hidden_[200, 200]_drop_0.0_sep_True_traY_['logit', 'log', 'logit_2y-1']_bs_32_loss_mae",54.234178,0.101310,22.219617,0.008108,0.624762,0.444475,0.169193,0.011094
