model,params,WMAE,WMAE_1,WMAE_2,WMAE_3,NAE,NAE_1,NAE_2,NAE_3
XGBRegressor,ne_100_md_10_lr_0.1_ld_0.01_mcw_1_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,50.208460,0.094429,20.515671,0.006821,0.491271,0.328825,0.152916,0.009529
XGBRegressor,ne_50_md_10_lr_0.1_ld_0_mcw_3_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,52.166292,0.098323,21.299084,0.006852,0.528012,0.357697,0.160746,0.009570
XGBRegressor,ne_50_md_10_lr_0.1_ld_0_mcw_3_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,51.292138,0.096364,21.012645,0.006851,0.515298,0.347671,0.158059,0.009568
XGBRegressor,ne_50_md_10_lr_0.1_ld_0.01_mcw_3_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,51.742230,0.097364,21.170075,0.006815,0.521056,0.351877,0.159660,0.009519
XGBRegressor,ne_50_md_10_lr_0.1_ld_0.01_mcw_3_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,51.447504,0.096861,21.007366,0.006909,0.523213,0.355099,0.158466,0.009648
XGBRegressor,ne_100_md_10_lr_0.1_ld_0_mcw_3_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,50.837772,0.096187,20.617437,0.006822,0.509488,0.345055,0.154913,0.009519
XGBRegressor,ne_100_md_10_lr_0.1_ld_0_mcw_3_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,50.038894,0.094503,20.322723,0.006826,0.494519,0.332811,0.152184,0.009524
XGBRegressor,ne_100_md_10_lr_0.1_ld_0.01_mcw_3_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,50.599549,0.095716,20.525104,0.006798,0.503253,0.339601,0.154158,0.009493
XGBRegressor,ne_100_md_10_lr_0.1_ld_0.01_mcw_3_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,50.278555,0.094853,20.447338,0.006876,0.503875,0.341543,0.152734,0.009598
XGBRegressor,ne_50_md_10_lr_0.1_ld_0_mcw_5_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,52.046908,0.098244,21.212635,0.006806,0.539771,0.370875,0.159375,0.009522
XGBRegressor,ne_50_md_10_lr_0.1_ld_0_mcw_5_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,51.751741,0.097600,21.094978,0.006884,0.514607,0.346118,0.158867,0.009622
XGBRegressor,ne_50_md_10_lr_0.1_ld_0.01_mcw_5_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,51.834494,0.097443,21.233681,0.006840,0.522639,0.353466,0.159597,0.009576
XGBRegressor,ne_50_md_10_lr_0.1_ld_0.01_mcw_5_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,51.623339,0.097603,20.966313,0.006880,0.519497,0.352096,0.157775,0.009626
XGBRegressor,ne_100_md_10_lr_0.1_ld_0_mcw_5_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,50.887491,0.095931,20.750547,0.006788,0.524133,0.359243,0.155400,0.009490
XGBRegressor,ne_100_md_10_lr_0.1_ld_0_mcw_5_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,50.575161,0.095313,20.608081,0.006867,0.499619,0.335017,0.155004,0.009598
XGBRegressor,ne_100_md_10_lr_0.1_ld_0.01_mcw_5_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,50.577819,0.094869,20.750277,0.006834,0.503615,0.339290,0.154757,0.009568
XGBRegressor,ne_100_md_10_lr_0.1_ld_0.01_mcw_5_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,50.386270,0.095363,20.405628,0.006859,0.498715,0.336233,0.152887,0.009595
XGBRegressor,ne_50_md_20_lr_0.1_ld_0_mcw_1_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,49.871447,0.094364,20.209592,0.006763,0.518291,0.355171,0.153643,0.009478
XGBRegressor,ne_50_md_20_lr_0.1_ld_0_mcw_1_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,50.277219,0.095499,20.246629,0.006904,0.527597,0.364057,0.153845,0.009696
XGBRegressor,ne_50_md_20_lr_0.1_ld_0.01_mcw_1_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,50.125922,0.094830,20.329297,0.006738,0.507622,0.344139,0.154058,0.009425
XGBRegressor,ne_50_md_20_lr_0.1_ld_0.01_mcw_1_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,50.322727,0.095044,20.432705,0.006884,0.529004,0.363980,0.155385,0.009638
XGBRegressor,ne_100_md_20_lr_0.1_ld_0_mcw_1_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,49.481307,0.093624,20.050362,0.006719,0.510119,0.348730,0.151981,0.009408
XGBRegressor,ne_100_md_20_lr_0.1_ld_0_mcw_1_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,50.026416,0.095004,20.151999,0.006866,0.520865,0.358646,0.152582,0.009636
XGBRegressor,ne_100_md_20_lr_0.1_ld_0.01_mcw_1_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,49.734843,0.094092,20.169962,0.006687,0.499811,0.338029,0.152440,0.009342
XGBRegressor,ne_100_md_20_lr_0.1_ld_0.01_mcw_1_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,50.062114,0.094523,20.336213,0.006845,0.522055,0.358406,0.154075,0.009574
XGBRegressor,ne_50_md_20_lr_0.1_ld_0_mcw_3_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,49.582021,0.094041,20.045536,0.006622,0.524022,0.362451,0.152286,0.009286
XGBRegressor,ne_50_md_20_lr_0.1_ld_0_mcw_3_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,49.669178,0.094143,20.052495,0.006868,0.519908,0.357241,0.153039,0.009629
XGBRegressor,ne_50_md_20_lr_0.1_ld_0.01_mcw_3_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,49.635681,0.093772,20.176585,0.006637,0.514063,0.351579,0.153200,0.009285
XGBRegressor,ne_50_md_20_lr_0.1_ld_0.01_mcw_3_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,49.792829,0.094473,20.074548,0.006882,0.534622,0.372148,0.152837,0.009636
XGBRegressor,ne_100_md_20_lr_0.1_ld_0_mcw_3_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,49.191116,0.093335,19.870953,0.006598,0.516073,0.356396,0.150427,0.009250
XGBRegressor,ne_100_md_20_lr_0.1_ld_0_mcw_3_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,49.374579,0.093595,19.929100,0.006835,0.511074,0.349926,0.151573,0.009576
XGBRegressor,ne_100_md_20_lr_0.1_ld_0.01_mcw_3_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,49.195731,0.092961,19.985249,0.006611,0.505109,0.344620,0.151247,0.009242
XGBRegressor,ne_100_md_20_lr_0.1_ld_0.01_mcw_3_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,49.485730,0.093911,19.945238,0.006837,0.525810,0.364956,0.151291,0.009563
XGBRegressor,ne_50_md_20_lr_0.1_ld_0_mcw_5_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,49.465866,0.094249,19.888327,0.006515,0.506207,0.347223,0.149874,0.009110
XGBRegressor,ne_50_md_20_lr_0.1_ld_0_mcw_5_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,49.131123,0.093341,19.783917,0.006724,0.498980,0.338587,0.150976,0.009417
XGBRegressor,ne_50_md_20_lr_0.1_ld_0.01_mcw_5_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,49.394828,0.092938,20.203277,0.006550,0.510600,0.349217,0.152206,0.009178
XGBRegressor,ne_50_md_20_lr_0.1_ld_0.01_mcw_5_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,48.871229,0.092260,19.851726,0.006708,0.493359,0.332998,0.150965,0.009397
XGBRegressor,ne_100_md_20_lr_0.1_ld_0_mcw_5_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,48.985877,0.093331,19.684728,0.006509,0.496786,0.340016,0.147668,0.009102
XGBRegressor,ne_100_md_20_lr_0.1_ld_0_mcw_5_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,48.799035,0.092715,19.645468,0.006696,0.491234,0.332525,0.149335,0.009374
XGBRegressor,ne_100_md_20_lr_0.1_ld_0.01_mcw_5_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,48.969289,0.092285,19.973534,0.006551,0.501335,0.342087,0.150070,0.009178
XGBRegressor,ne_100_md_20_lr_0.1_ld_0.01_mcw_5_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,48.495852,0.091516,19.706419,0.006673,0.485787,0.327134,0.149310,0.009343
XGBRegressor,ne_50_md_5_lr_0.3_ld_0_mcw_1_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,56.589993,0.105705,23.120798,0.008789,0.591506,0.400311,0.178938,0.012258
XGBRegressor,ne_50_md_5_lr_0.3_ld_0_mcw_1_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,57.064988,0.106748,23.195063,0.009227,0.597297,0.404353,0.180047,0.012896
XGBRegressor,ne_50_md_5_lr_0.3_ld_0.01_mcw_1_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,56.466198,0.105712,23.006769,0.008729,0.594025,0.404450,0.177400,0.012175
XGBRegressor,ne_50_md_5_lr_0.3_ld_0.01_mcw_1_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,56.922930,0.106226,23.205488,0.009249,0.602976,0.409864,0.180196,0.012916
XGBRegressor,ne_100_md_5_lr_0.3_ld_0_mcw_1_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,55.273521,0.103082,22.616058,0.008665,0.564994,0.380688,0.172232,0.012075
XGBRegressor,ne_100_md_5_lr_0.3_ld_0_mcw_1_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,55.617015,0.104277,22.573569,0.008802,0.576808,0.390520,0.173970,0.012318
XGBRegressor,ne_100_md_5_lr_0.3_ld_0.01_mcw_1_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,55.104593,0.104360,22.080062,0.008583,0.597708,0.416720,0.168981,0.012007
XGBRegressor,ne_100_md_5_lr_0.3_ld_0.01_mcw_1_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,55.413597,0.103747,22.559016,0.008652,0.586082,0.400490,0.173510,0.012082
XGBRegressor,ne_50_md_5_lr_0.3_ld_0_mcw_3_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,56.609498,0.105884,23.084352,0.008800,0.611216,0.421152,0.177812,0.012252
XGBRegressor,ne_50_md_5_lr_0.3_ld_0_mcw_3_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,56.870328,0.106354,23.133762,0.009152,0.602079,0.409067,0.180228,0.012784
XGBRegressor,ne_50_md_5_lr_0.3_ld_0.01_mcw_3_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,56.466876,0.105502,23.062719,0.008768,0.600096,0.410481,0.177381,0.012234
XGBRegressor,ne_50_md_5_lr_0.3_ld_0.01_mcw_3_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,56.682051,0.105928,23.107582,0.008980,0.599969,0.407633,0.179821,0.012515
XGBRegressor,ne_100_md_5_lr_0.3_ld_0_mcw_3_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,55.417636,0.103661,22.608267,0.008555,0.580402,0.397074,0.171404,0.011923
XGBRegressor,ne_100_md_5_lr_0.3_ld_0_mcw_3_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,55.511133,0.104541,22.412428,0.008681,0.585872,0.400357,0.173402,0.012113
XGBRegressor,ne_100_md_5_lr_0.3_ld_0.01_mcw_3_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,55.157013,0.103607,22.347849,0.008636,0.577490,0.395816,0.169617,0.012057
XGBRegressor,ne_100_md_5_lr_0.3_ld_0.01_mcw_3_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,55.362945,0.103835,22.505412,0.008535,0.595134,0.409317,0.173919,0.011898
XGBRegressor,ne_50_md_5_lr_0.3_ld_0_mcw_5_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,56.764899,0.106229,23.120025,0.008881,0.615587,0.425049,0.178166,0.012372
XGBRegressor,ne_50_md_5_lr_0.3_ld_0_mcw_5_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,57.224337,0.107027,23.297009,0.009096,0.602685,0.407362,0.182677,0.012647
XGBRegressor,ne_50_md_5_lr_0.3_ld_0.01_mcw_5_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,56.772011,0.106305,23.109056,0.008857,0.627239,0.435441,0.179457,0.012341
XGBRegressor,ne_50_md_5_lr_0.3_ld_0.01_mcw_5_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,57.231725,0.107005,23.296942,0.009166,0.602769,0.407341,0.182675,0.012753
XGBRegressor,ne_100_md_5_lr_0.3_ld_0_mcw_5_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,55.545618,0.104217,22.543226,0.008686,0.601955,0.417657,0.172181,0.012117
XGBRegressor,ne_100_md_5_lr_0.3_ld_0_mcw_5_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,55.266771,0.104073,22.286254,0.008793,0.575225,0.391025,0.171972,0.012228
XGBRegressor,ne_100_md_5_lr_0.3_ld_0.01_mcw_5_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,55.425199,0.104258,22.409842,0.008690,0.592081,0.406533,0.173448,0.012100
XGBRegressor,ne_100_md_5_lr_0.3_ld_0.01_mcw_5_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,55.789931,0.104841,22.581227,0.008782,0.581283,0.394005,0.175051,0.012227
XGBRegressor,ne_50_md_10_lr_0.3_ld_0_mcw_1_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,54.083877,0.102751,21.783268,0.007376,0.575753,0.400073,0.165383,0.010297
XGBRegressor,ne_50_md_10_lr_0.3_ld_0_mcw_1_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,54.047374,0.102548,21.807147,0.007378,0.567354,0.388681,0.168376,0.010296
XGBRegressor,ne_50_md_10_lr_0.3_ld_0.01_mcw_1_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,53.847947,0.101439,21.965449,0.007255,0.554410,0.375820,0.168475,0.010115
XGBRegressor,ne_50_md_10_lr_0.3_ld_0.01_mcw_1_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,53.992541,0.103753,21.368684,0.007490,0.592501,0.416418,0.165641,0.010443
XGBRegressor,ne_100_md_10_lr_0.3_ld_0_mcw_1_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,53.212299,0.101315,21.347890,0.007350,0.566288,0.393759,0.162261,0.010268
XGBRegressor,ne_100_md_10_lr_0.3_ld_0_mcw_1_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,53.268630,0.101770,21.275545,0.007311,0.557598,0.383089,0.164309,0.010200
XGBRegressor,ne_100_md_10_lr_0.3_ld_0.01_mcw_1_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,53.222471,0.100188,21.717730,0.007242,0.547827,0.371134,0.166598,0.010096
XGBRegressor,ne_100_md_10_lr_0.3_ld_0.01_mcw_1_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,53.374662,0.102969,21.007304,0.007383,0.591859,0.418397,0.163165,0.010296
XGBRegressor,ne_50_md_10_lr_0.3_ld_0_mcw_3_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,53.873990,0.101897,21.833075,0.007359,0.580877,0.404927,0.165674,0.010276
XGBRegressor,ne_50_md_10_lr_0.3_ld_0_mcw_3_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,52.693906,0.099906,21.214625,0.007538,0.556046,0.382655,0.162882,0.010509
XGBRegressor,ne_50_md_10_lr_0.3_ld_0.01_mcw_3_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,53.870409,0.102428,21.663796,0.007391,0.555441,0.379186,0.165947,0.010307
XGBRegressor,ne_50_md_10_lr_0.3_ld_0.01_mcw_3_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,53.580774,0.101456,21.637797,0.007530,0.580429,0.404392,0.165544,0.010494
XGBRegressor,ne_100_md_10_lr_0.3_ld_0_mcw_3_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,52.984323,0.099977,21.532638,0.007293,0.580518,0.405914,0.164418,0.010186
XGBRegressor,ne_100_md_10_lr_0.3_ld_0_mcw_3_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,51.843245,0.098282,20.861096,0.007488,0.550423,0.379848,0.160135,0.010439
XGBRegressor,ne_100_md_10_lr_0.3_ld_0.01_mcw_3_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,53.362059,0.101297,21.490526,0.007411,0.557431,0.382289,0.164810,0.010332
XGBRegressor,ne_100_md_10_lr_0.3_ld_0.01_mcw_3_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,53.108118,0.100801,21.361985,0.007529,0.570745,0.397202,0.163062,0.010480
XGBRegressor,ne_50_md_10_lr_0.3_ld_0_mcw_5_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,53.924032,0.101855,21.894928,0.007364,0.541100,0.364157,0.166691,0.010252
XGBRegressor,ne_50_md_10_lr_0.3_ld_0_mcw_5_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,54.040635,0.103284,21.537522,0.007589,0.549654,0.371814,0.167294,0.010546
XGBRegressor,ne_50_md_10_lr_0.3_ld_0.01_mcw_5_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,53.376019,0.100293,21.825842,0.007311,0.587052,0.411827,0.165018,0.010207
XGBRegressor,ne_50_md_10_lr_0.3_ld_0.01_mcw_5_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,53.708180,0.101338,21.787656,0.007595,0.537511,0.360848,0.166080,0.010583
XGBRegressor,ne_100_md_10_lr_0.3_ld_0_mcw_5_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,53.664198,0.101614,21.710133,0.007350,0.540151,0.364754,0.165165,0.010231
XGBRegressor,ne_100_md_10_lr_0.3_ld_0_mcw_5_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,53.218367,0.101745,21.200710,0.007471,0.546008,0.370954,0.164673,0.010382
XGBRegressor,ne_100_md_10_lr_0.3_ld_0.01_mcw_5_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,52.729331,0.099208,21.500901,0.007330,0.584808,0.411744,0.162814,0.010250
XGBRegressor,ne_100_md_10_lr_0.3_ld_0.01_mcw_5_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,52.962801,0.100188,21.400541,0.007529,0.528593,0.355017,0.163081,0.010494
XGBRegressor,ne_50_md_20_lr_0.3_ld_0_mcw_1_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,55.869915,0.107887,21.986499,0.007586,0.617697,0.436584,0.170497,0.010617
XGBRegressor,ne_50_md_20_lr_0.3_ld_0_mcw_1_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,59.219281,0.115288,23.007945,0.008124,0.636022,0.441041,0.183668,0.011313
XGBRegressor,ne_50_md_20_lr_0.3_ld_0.01_mcw_1_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,56.005869,0.108269,22.007872,0.007587,0.586223,0.404691,0.170945,0.010587
XGBRegressor,ne_50_md_20_lr_0.3_ld_0.01_mcw_1_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,58.945273,0.114752,22.913433,0.008032,0.640104,0.446800,0.182129,0.011174
XGBRegressor,ne_100_md_20_lr_0.3_ld_0_mcw_1_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,55.800774,0.107740,21.961794,0.007585,0.617152,0.436215,0.170322,0.010614
XGBRegressor,ne_100_md_20_lr_0.3_ld_0_mcw_1_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,59.219281,0.115288,23.007945,0.008124,0.636022,0.441041,0.183668,0.011313
XGBRegressor,ne_100_md_20_lr_0.3_ld_0.01_mcw_1_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,55.948742,0.108156,21.985164,0.007584,0.585839,0.404462,0.170794,0.010583
XGBRegressor,ne_100_md_20_lr_0.3_ld_0.01_mcw_1_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,58.945273,0.114752,22.913433,0.008032,0.640104,0.446800,0.182129,0.011174
XGBRegressor,ne_50_md_20_lr_0.3_ld_0_mcw_3_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,55.844964,0.108386,21.842081,0.007435,0.604276,0.424544,0.169318,0.010414
XGBRegressor,ne_50_md_20_lr_0.3_ld_0_mcw_3_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,58.186264,0.111904,22.995684,0.008098,0.662136,0.469177,0.181689,0.011270
XGBRegressor,ne_50_md_20_lr_0.3_ld_0.01_mcw_3_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,56.128867,0.108134,22.206982,0.007408,0.612554,0.428360,0.173832,0.010362
