model,params,WMAE,WMAE_1,WMAE_2,WMAE_3,NAE,NAE_1,NAE_2,NAE_3
KNeighborsRegressor,nbs_3,126.484458,0.257539,42.250937,0.034859,2.505323,2.049241,0.408064,0.048018
KNeighborsRegressor,nbs_5,123.326951,0.251862,41.085520,0.033415,2.681769,2.237953,0.397832,0.045984
KNeighborsRegressor,nbs_7,121.171381,0.247360,40.404547,0.032794,2.744576,2.308229,0.391139,0.045208
