model,params,WMAE,WMAE_1,WMAE_2,WMAE_3,NAE,NAE_1,NAE_2,NAE_3
RandomForestRegressor,ne_100_md_30,49.405392,0.093946,19.933034,0.006443,0.501934,0.341911,0.150969,0.009054
RandomForestRegressor,ne_200_md_30,49.328568,0.093764,19.915230,0.006421,0.507207,0.347426,0.150764,0.009018
