model,params,WMAE,WMAE_1,WMAE_2,WMAE_3,NAE,NAE_1,NAE_2,NAE_3
XGBRegressor,ne_50_md_5_lr_0.1_ld_0.01_mcw_3_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,58.085745,0.108650,23.876575,0.008071,0.633769,0.436591,0.185877,0.011301
XGBRegressor,ne_50_md_5_lr_0.1_ld_0.01_mcw_3_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,58.646354,0.110052,24.013590,0.008086,0.640456,0.441191,0.187978,0.011288
XGBRegressor,ne_100_md_5_lr_0.1_ld_0_mcw_3_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,54.297269,0.101637,22.256128,0.007751,0.557131,0.376192,0.170086,0.010853
XGBRegressor,ne_100_md_5_lr_0.1_ld_0_mcw_3_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,54.851889,0.103749,22.180077,0.007736,0.560630,0.378822,0.171007,0.010801
XGBRegressor,ne_100_md_5_lr_0.1_ld_0.01_mcw_3_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,54.447403,0.102249,22.211015,0.007808,0.556415,0.375557,0.169918,0.010940
XGBRegressor,ne_100_md_5_lr_0.1_ld_0.01_mcw_3_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,54.960265,0.103779,22.277758,0.007745,0.563241,0.380786,0.171634,0.010820
XGBRegressor,ne_50_md_5_lr_0.1_ld_0_mcw_5_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,58.202863,0.108876,23.941876,0.007990,0.633185,0.435497,0.186508,0.011179
XGBRegressor,ne_50_md_5_lr_0.1_ld_0_mcw_5_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,58.641772,0.110265,23.960673,0.008009,0.632805,0.434455,0.187184,0.011166
XGBRegressor,ne_50_md_5_lr_0.1_ld_0.01_mcw_5_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,58.197021,0.108877,23.935948,0.007991,0.633007,0.435516,0.186312,0.011179
XGBRegressor,ne_50_md_5_lr_0.1_ld_0.01_mcw_5_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,58.641395,0.110265,23.960752,0.008006,0.632816,0.434469,0.187185,0.011162
XGBRegressor,ne_100_md_5_lr_0.1_ld_0_mcw_5_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,54.627068,0.102528,22.315575,0.007765,0.561507,0.379596,0.171036,0.010875
XGBRegressor,ne_100_md_5_lr_0.1_ld_0_mcw_5_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,54.759286,0.103288,22.235691,0.007686,0.558657,0.376773,0.171157,0.010727
XGBRegressor,ne_100_md_5_lr_0.1_ld_0.01_mcw_5_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,54.639185,0.102558,22.317787,0.007770,0.561326,0.379587,0.170863,0.010875
XGBRegressor,ne_100_md_5_lr_0.1_ld_0.01_mcw_5_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,54.791653,0.103500,22.210825,0.007654,0.557033,0.375364,0.170985,0.010684
XGBRegressor,ne_50_md_10_lr_0.1_ld_0_mcw_1_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,49.336381,0.094188,19.769106,0.006554,0.506376,0.349374,0.147818,0.009184
XGBRegressor,ne_50_md_10_lr_0.1_ld_0_mcw_1_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,49.360012,0.094324,19.742092,0.006604,0.496810,0.339034,0.148535,0.009240
XGBRegressor,ne_50_md_10_lr_0.1_ld_0.01_mcw_1_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,49.240864,0.094036,19.716524,0.006568,0.503577,0.346253,0.148123,0.009201
XGBRegressor,ne_50_md_10_lr_0.1_ld_0.01_mcw_1_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,49.308083,0.094107,19.766641,0.006547,0.497117,0.340490,0.147473,0.009154
XGBRegressor,ne_100_md_10_lr_0.1_ld_0_mcw_1_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,47.891725,0.091876,19.029314,0.006499,0.483316,0.333266,0.140949,0.009100
XGBRegressor,ne_100_md_10_lr_0.1_ld_0_mcw_1_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,47.964994,0.092106,19.019591,0.006567,0.478328,0.326689,0.142458,0.009182
XGBRegressor,ne_100_md_10_lr_0.1_ld_0.01_mcw_1_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,47.610055,0.091355,18.898510,0.006525,0.483069,0.333021,0.140909,0.009139
XGBRegressor,ne_100_md_10_lr_0.1_ld_0.01_mcw_1_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,47.874861,0.091590,19.096139,0.006508,0.480067,0.328928,0.142039,0.009100
XGBRegressor,ne_50_md_10_lr_0.1_ld_0_mcw_3_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,49.162179,0.093530,19.793998,0.006547,0.514345,0.357734,0.147443,0.009168
XGBRegressor,ne_50_md_10_lr_0.1_ld_0_mcw_3_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,49.389968,0.094097,19.842941,0.006590,0.486623,0.329597,0.147796,0.009230
XGBRegressor,ne_50_md_10_lr_0.1_ld_0.01_mcw_3_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,49.687226,0.095169,19.826040,0.006553,0.512447,0.355798,0.147475,0.009173
XGBRegressor,ne_50_md_10_lr_0.1_ld_0.01_mcw_3_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,49.487946,0.094512,19.821849,0.006562,0.492116,0.334994,0.147939,0.009182
XGBRegressor,ne_100_md_10_lr_0.1_ld_0_mcw_3_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,47.533636,0.090694,19.022324,0.006515,0.497118,0.347222,0.140777,0.009119
XGBRegressor,ne_100_md_10_lr_0.1_ld_0_mcw_3_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,48.059761,0.092166,19.097335,0.006563,0.466829,0.316150,0.141486,0.009193
XGBRegressor,ne_100_md_10_lr_0.1_ld_0.01_mcw_3_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,48.197062,0.092809,19.052227,0.006511,0.488862,0.338513,0.141244,0.009105
XGBRegressor,ne_100_md_10_lr_0.1_ld_0.01_mcw_3_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,47.931517,0.092059,19.008481,0.006527,0.469607,0.319576,0.140896,0.009135
XGBRegressor,ne_50_md_10_lr_0.1_ld_0_mcw_5_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,49.268840,0.093697,19.848666,0.006555,0.486102,0.329017,0.147911,0.009175
XGBRegressor,ne_50_md_10_lr_0.1_ld_0_mcw_5_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,49.071764,0.093371,19.738236,0.006611,0.490039,0.332647,0.148144,0.009249
XGBRegressor,ne_50_md_10_lr_0.1_ld_0.01_mcw_5_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,49.046471,0.093925,19.555146,0.006570,0.502398,0.347334,0.145862,0.009202
XGBRegressor,ne_50_md_10_lr_0.1_ld_0.01_mcw_5_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,48.969075,0.093229,19.681974,0.006592,0.493139,0.335967,0.147936,0.009237
XGBRegressor,ne_100_md_10_lr_0.1_ld_0_mcw_5_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,47.717129,0.091305,19.016797,0.006544,0.465735,0.315611,0.140966,0.009157
XGBRegressor,ne_100_md_10_lr_0.1_ld_0_mcw_5_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,47.729133,0.091125,19.078071,0.006567,0.472882,0.321145,0.142550,0.009187
XGBRegressor,ne_100_md_10_lr_0.1_ld_0.01_mcw_5_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,47.356576,0.090763,18.815597,0.006561,0.482303,0.333554,0.139565,0.009184
XGBRegressor,ne_100_md_10_lr_0.1_ld_0.01_mcw_5_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,47.644386,0.091229,18.969724,0.006531,0.472498,0.321301,0.142045,0.009152
XGBRegressor,ne_50_md_20_lr_0.1_ld_0_mcw_1_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,46.887465,0.089509,18.764760,0.006350,0.487182,0.335821,0.142452,0.008909
XGBRegressor,ne_50_md_20_lr_0.1_ld_0_mcw_1_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,48.959031,0.095259,19.064824,0.006582,0.529222,0.375871,0.144103,0.009248
XGBRegressor,ne_50_md_20_lr_0.1_ld_0.01_mcw_1_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,47.393769,0.090955,18.834553,0.006363,0.494158,0.342121,0.143096,0.008941
XGBRegressor,ne_50_md_20_lr_0.1_ld_0.01_mcw_1_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,49.149240,0.095684,19.126638,0.006587,0.541767,0.387822,0.144698,0.009247
XGBRegressor,ne_100_md_20_lr_0.1_ld_0_mcw_1_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,46.593188,0.089001,18.630976,0.006310,0.480835,0.330951,0.141041,0.008844
XGBRegressor,ne_100_md_20_lr_0.1_ld_0_mcw_1_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,48.754992,0.094897,18.979330,0.006533,0.523121,0.371052,0.142899,0.009171
XGBRegressor,ne_100_md_20_lr_0.1_ld_0.01_mcw_1_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,47.089289,0.090461,18.689235,0.006309,0.487439,0.337013,0.141571,0.008855
XGBRegressor,ne_100_md_20_lr_0.1_ld_0.01_mcw_1_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,48.944348,0.095330,19.038864,0.006533,0.535372,0.382753,0.143461,0.009158
XGBRegressor,ne_50_md_20_lr_0.1_ld_0_mcw_3_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,47.051252,0.090344,18.686386,0.006309,0.471110,0.321484,0.140788,0.008839
XGBRegressor,ne_50_md_20_lr_0.1_ld_0_mcw_3_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,48.282023,0.093648,18.895695,0.006460,0.512625,0.361923,0.141629,0.009073
XGBRegressor,ne_50_md_20_lr_0.1_ld_0.01_mcw_3_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,47.414853,0.091260,18.782408,0.006273,0.472158,0.321993,0.141398,0.008766
XGBRegressor,ne_50_md_20_lr_0.1_ld_0.01_mcw_3_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,48.120182,0.092552,19.058712,0.006479,0.519826,0.368150,0.142582,0.009095
XGBRegressor,ne_100_md_20_lr_0.1_ld_0_mcw_3_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,46.739185,0.089816,18.538677,0.006278,0.464748,0.316658,0.139301,0.008790
XGBRegressor,ne_100_md_20_lr_0.1_ld_0_mcw_3_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,48.017055,0.093151,18.790299,0.006407,0.504573,0.355227,0.140357,0.008990
XGBRegressor,ne_100_md_20_lr_0.1_ld_0.01_mcw_3_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,47.058431,0.090650,18.615694,0.006238,0.465337,0.316823,0.139799,0.008715
XGBRegressor,ne_100_md_20_lr_0.1_ld_0.01_mcw_3_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,47.865373,0.092034,18.970465,0.006424,0.511545,0.361206,0.141332,0.009008
XGBRegressor,ne_50_md_20_lr_0.1_ld_0_mcw_5_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,46.761350,0.089214,18.732066,0.006325,0.471047,0.321859,0.140310,0.008878
XGBRegressor,ne_50_md_20_lr_0.1_ld_0_mcw_5_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,46.891428,0.089687,18.700678,0.006423,0.481249,0.331458,0.140785,0.009007
XGBRegressor,ne_50_md_20_lr_0.1_ld_0.01_mcw_5_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,47.317721,0.090621,18.869984,0.006308,0.476490,0.326183,0.141456,0.008851
XGBRegressor,ne_50_md_20_lr_0.1_ld_0.01_mcw_5_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,47.252870,0.090960,18.693274,0.006357,0.500761,0.351146,0.140710,0.008905
XGBRegressor,ne_100_md_20_lr_0.1_ld_0_mcw_5_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,46.360837,0.088593,18.520254,0.006313,0.464731,0.317502,0.138371,0.008858
XGBRegressor,ne_100_md_20_lr_0.1_ld_0_mcw_5_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,46.609504,0.089164,18.582139,0.006391,0.473603,0.325311,0.139339,0.008953
XGBRegressor,ne_100_md_20_lr_0.1_ld_0.01_mcw_5_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,46.767812,0.089580,18.636357,0.006287,0.466742,0.318781,0.139146,0.008815
XGBRegressor,ne_100_md_20_lr_0.1_ld_0.01_mcw_5_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,46.938185,0.090394,18.556753,0.006317,0.492559,0.344464,0.139251,0.008843
XGBRegressor,ne_50_md_5_lr_0.3_ld_0_mcw_1_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,55.611744,0.105590,22.193741,0.008704,0.582537,0.397967,0.172437,0.012133
XGBRegressor,ne_50_md_5_lr_0.3_ld_0_mcw_1_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,55.184346,0.104241,22.151606,0.008802,0.555004,0.369075,0.173646,0.012283
XGBRegressor,ne_50_md_5_lr_0.3_ld_0.01_mcw_1_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,55.450021,0.104866,22.258345,0.008660,0.577550,0.392894,0.172584,0.012071
XGBRegressor,ne_50_md_5_lr_0.3_ld_0.01_mcw_1_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,54.952993,0.103921,22.028788,0.008739,0.551219,0.366866,0.172161,0.012192
XGBRegressor,ne_100_md_5_lr_0.3_ld_0_mcw_1_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,54.154549,0.103043,21.563188,0.008393,0.550433,0.372724,0.166010,0.011699
XGBRegressor,ne_100_md_5_lr_0.3_ld_0_mcw_1_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,53.295992,0.101056,21.284165,0.008475,0.521953,0.345389,0.164712,0.011851
XGBRegressor,ne_100_md_5_lr_0.3_ld_0.01_mcw_1_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,53.988269,0.102461,21.568221,0.008409,0.550629,0.373547,0.165323,0.011758
XGBRegressor,ne_100_md_5_lr_0.3_ld_0.01_mcw_1_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,53.284862,0.101416,21.174607,0.008428,0.522497,0.346307,0.164414,0.011777
XGBRegressor,ne_50_md_5_lr_0.3_ld_0_mcw_3_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,55.382430,0.104639,22.261297,0.008648,0.568018,0.383188,0.172783,0.012048
XGBRegressor,ne_50_md_5_lr_0.3_ld_0_mcw_3_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,54.995439,0.104713,21.851293,0.008651,0.553013,0.369906,0.171005,0.012102
XGBRegressor,ne_50_md_5_lr_0.3_ld_0.01_mcw_3_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,55.397965,0.105435,22.066055,0.008507,0.577212,0.394009,0.171351,0.011853
XGBRegressor,ne_50_md_5_lr_0.3_ld_0.01_mcw_3_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,55.286334,0.104272,22.252741,0.008760,0.562422,0.375206,0.174988,0.012228
XGBRegressor,ne_100_md_5_lr_0.3_ld_0_mcw_3_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,53.791414,0.102353,21.417694,0.008338,0.555225,0.378388,0.165197,0.011640
XGBRegressor,ne_100_md_5_lr_0.3_ld_0_mcw_3_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,53.212629,0.101713,21.012621,0.008431,0.525506,0.351639,0.162084,0.011783
XGBRegressor,ne_100_md_5_lr_0.3_ld_0.01_mcw_3_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,54.134356,0.103558,21.397133,0.008349,0.553209,0.376762,0.164816,0.011631
XGBRegressor,ne_100_md_5_lr_0.3_ld_0.01_mcw_3_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,53.507275,0.101267,21.421344,0.008530,0.532070,0.353837,0.166333,0.011900
XGBRegressor,ne_50_md_5_lr_0.3_ld_0_mcw_5_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,55.558864,0.105390,22.216000,0.008629,0.566779,0.383641,0.171122,0.012016
XGBRegressor,ne_50_md_5_lr_0.3_ld_0_mcw_5_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,55.130716,0.104075,22.175056,0.008666,0.551291,0.365952,0.173222,0.012118
XGBRegressor,ne_50_md_5_lr_0.3_ld_0.01_mcw_5_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,55.069011,0.104194,22.116313,0.008473,0.559819,0.377474,0.170528,0.011817
XGBRegressor,ne_50_md_5_lr_0.3_ld_0.01_mcw_5_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,55.184310,0.104228,22.182760,0.008666,0.560139,0.374759,0.173262,0.012118
XGBRegressor,ne_100_md_5_lr_0.3_ld_0_mcw_5_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,53.885857,0.103020,21.332217,0.008238,0.540779,0.366418,0.162884,0.011477
XGBRegressor,ne_100_md_5_lr_0.3_ld_0_mcw_5_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,53.309833,0.100726,21.400033,0.008460,0.538425,0.360862,0.165722,0.011841
XGBRegressor,ne_100_md_5_lr_0.3_ld_0.01_mcw_5_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,53.618236,0.101509,21.515867,0.008248,0.542853,0.366516,0.164822,0.011515
XGBRegressor,ne_100_md_5_lr_0.3_ld_0.01_mcw_5_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,53.339461,0.101444,21.224820,0.008407,0.531981,0.356060,0.164156,0.011765
XGBRegressor,ne_50_md_10_lr_0.3_ld_0_mcw_1_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,52.092290,0.099562,20.761338,0.007312,0.501695,0.333704,0.157757,0.010234
XGBRegressor,ne_50_md_10_lr_0.3_ld_0_mcw_1_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,51.561445,0.098472,20.574384,0.007228,0.528561,0.360154,0.158291,0.010116
XGBRegressor,ne_50_md_10_lr_0.3_ld_0.01_mcw_1_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,50.919267,0.097875,20.084437,0.007361,0.523568,0.359845,0.153372,0.010351
XGBRegressor,ne_50_md_10_lr_0.3_ld_0.01_mcw_1_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,51.099440,0.097529,20.425231,0.007078,0.522221,0.354312,0.157992,0.009917
XGBRegressor,ne_100_md_10_lr_0.3_ld_0_mcw_1_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,51.312112,0.098303,20.352708,0.007342,0.493244,0.328334,0.154632,0.010277
XGBRegressor,ne_100_md_10_lr_0.3_ld_0_mcw_1_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,50.572538,0.096759,20.117803,0.007136,0.515707,0.351209,0.154513,0.009984
XGBRegressor,ne_100_md_10_lr_0.3_ld_0.01_mcw_1_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,50.456470,0.097475,19.758700,0.007276,0.523013,0.362614,0.150164,0.010235
XGBRegressor,ne_100_md_10_lr_0.3_ld_0.01_mcw_1_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,50.337868,0.096414,20.004771,0.007044,0.515087,0.349926,0.155297,0.009864
XGBRegressor,ne_50_md_10_lr_0.3_ld_0_mcw_3_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,52.099120,0.100293,20.559372,0.007259,0.497017,0.330338,0.156509,0.010171
XGBRegressor,ne_50_md_10_lr_0.3_ld_0_mcw_3_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,51.353919,0.097972,20.525517,0.007185,0.510586,0.343326,0.157182,0.010077
XGBRegressor,ne_50_md_10_lr_0.3_ld_0.01_mcw_3_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,51.169983,0.097694,20.406080,0.007279,0.481700,0.316074,0.155420,0.010205
XGBRegressor,ne_50_md_10_lr_0.3_ld_0.01_mcw_3_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,50.821456,0.097098,20.263228,0.007144,0.513899,0.347522,0.156358,0.010019
XGBRegressor,ne_100_md_10_lr_0.3_ld_0_mcw_3_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,51.534265,0.099568,20.227385,0.007182,0.493454,0.329207,0.154168,0.010079
XGBRegressor,ne_100_md_10_lr_0.3_ld_0_mcw_3_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,50.311070,0.095889,20.126667,0.007088,0.500987,0.336607,0.154435,0.009946
XGBRegressor,ne_100_md_10_lr_0.3_ld_0.01_mcw_3_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,50.433819,0.096715,19.974841,0.007222,0.475374,0.313529,0.151725,0.010121
XGBRegressor,ne_100_md_10_lr_0.3_ld_0.01_mcw_3_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,49.949149,0.095750,19.810957,0.007065,0.502852,0.339748,0.153185,0.009919
XGBRegressor,ne_50_md_10_lr_0.3_ld_0_mcw_5_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,51.483666,0.098148,20.563115,0.007380,0.492804,0.326096,0.156326,0.010382
XGBRegressor,ne_50_md_10_lr_0.3_ld_0_mcw_5_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,51.794042,0.099074,20.627221,0.007223,0.516498,0.348018,0.158345,0.010135
XGBRegressor,ne_50_md_10_lr_0.3_ld_0.01_mcw_5_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,51.100659,0.098391,20.131837,0.007258,0.515194,0.352491,0.152516,0.010187
XGBRegressor,ne_50_md_10_lr_0.3_ld_0.01_mcw_5_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,51.708384,0.098327,20.766399,0.007220,0.507508,0.338374,0.158995,0.010138
XGBRegressor,ne_100_md_10_lr_0.3_ld_0_mcw_5_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,50.597232,0.096541,20.161297,0.007368,0.484272,0.320506,0.153405,0.010361
XGBRegressor,ne_100_md_10_lr_0.3_ld_0_mcw_5_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,50.974355,0.097642,20.236446,0.007226,0.512357,0.346685,0.155537,0.010135
XGBRegressor,ne_100_md_10_lr_0.3_ld_0.01_mcw_5_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,50.154148,0.096463,19.768121,0.007236,0.504427,0.344201,0.150071,0.010154
XGBRegressor,ne_100_md_10_lr_0.3_ld_0.01_mcw_5_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,50.837697,0.096939,20.324047,0.007160,0.497214,0.332097,0.155067,0.010050
XGBRegressor,ne_50_md_20_lr_0.3_ld_0_mcw_1_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,53.192432,0.103142,20.804035,0.007230,0.562647,0.389808,0.162703,0.010136
XGBRegressor,ne_50_md_20_lr_0.3_ld_0_mcw_1_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,56.060532,0.109284,21.754735,0.007603,0.635594,0.453927,0.171030,0.010638
XGBRegressor,ne_50_md_20_lr_0.3_ld_0.01_mcw_1_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,52.913819,0.102517,20.701919,0.007284,0.545060,0.373829,0.161042,0.010190
XGBRegressor,ne_50_md_20_lr_0.3_ld_0.01_mcw_1_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,55.693777,0.108475,21.652654,0.007494,0.674180,0.492759,0.170922,0.010500
XGBRegressor,ne_100_md_20_lr_0.3_ld_0_mcw_1_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,53.132911,0.103019,20.781405,0.007229,0.562141,0.389444,0.162562,0.010135
XGBRegressor,ne_100_md_20_lr_0.3_ld_0_mcw_1_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,56.060533,0.109284,21.754736,0.007603,0.635594,0.453927,0.171030,0.010638
XGBRegressor,ne_100_md_20_lr_0.3_ld_0.01_mcw_1_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,52.854264,0.102425,20.670036,0.007284,0.544623,0.373595,0.160839,0.010189
XGBRegressor,ne_100_md_20_lr_0.3_ld_0.01_mcw_1_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,55.693777,0.108475,21.652655,0.007494,0.674180,0.492759,0.170922,0.010500
XGBRegressor,ne_50_md_20_lr_0.3_ld_0_mcw_3_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,53.086906,0.103435,20.616939,0.007197,0.524291,0.356806,0.157379,0.010105
XGBRegressor,ne_50_md_20_lr_0.3_ld_0_mcw_3_subs_1.0_cstree_0.8_csnode_0.8_sw_uniform,55.640152,0.108834,21.505221,0.007424,0.680670,0.501905,0.168372,0.010393
XGBRegressor,ne_50_md_20_lr_0.3_ld_0.01_mcw_3_subs_0.8_cstree_0.8_csnode_0.8_sw_uniform,52.357708,0.101490,20.453091,0.007288,0.526956,0.359985,0.156748,0.010222
